,,,,,
,ID,Title,Mod,Tournament - Stage,Rank Range
,1730657,Kobaryo - Kumo No Kireme [feat. Kourin.] [Extra] (Yonaka-),NM6,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,1573997,Camellia feat. Nanahira - Amor De Verao [1112's Extra] (Tofu1222),NM7,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,1182951,memme - erebus [collab] (Histoire),HD1,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,2066685,Fractal Dreamers - Monolithia [lu^3's Extra] (Yugu),HD2,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,2201741,senya - Iro wa Jou e to Izanau [ar8] (jackylam5),HD3,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,523527,sakuzyo - Black Lair [Extra] (Flower),HR1,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,1758768,Chinese Man - Malad [The rhythm of the sounds] (Mechanizen),HR2,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,350033,cosMo@BousouP - For UltraPlayers [INFINITE] (rui),HR3,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,1895932,kozato - Izayoi Sakura [Firika's Insane] (Gust),DT1,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,1227137,ZAQ - Serendipity [Lasse's Insane] (Mir),DT2,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,105978,BRZion - Game Brain [Insane] (Zapy),DT3,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,91475,RIP SLYME - Super Shooter [Super Collab] (galvenize),DT4,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,2133935,UNDEAD CORPORATION - Sad Dream [Expert] (Hinsvar),FM1,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,225037,Mizukara wo Enshutsu Suru Otome no Kai - Girlish Lover [Insane] (Silynn),FM2,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,281640,a_hisa - Butterfly [Pole] (Cherry Blossom),FM3,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,655682,t+pazolite - Call me it. (500 Tortures) [Extra] (Fort),FM4,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,2291964,Revo - That Person's Name Is [Battle Of Fantasy] (Melwoine),TB,Dio's Bizarre Holiday Triples Division S Grand Finals,1-2500
,,,,,
,613823,cosMo@BousouP - Oceanus [W1's Extra] (Broccoly),NM1,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,1751716,Mameyudoufu - Call My Name feat. Yukacco [Ambrew's Extra] (Nines),NM2,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,1707233,TWICE - LIKEY [Heart Heart] (ailv),NM3,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,1787963,Dark PHOENiX - Koiiro Master Spark [Lunatic] (MaridiuS),HD1,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,115352,Bomfunk MC's - Freestyler [Insane] (Lesjuh),HD2,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,376703,"MiddleIsland - Piano Concerto No.1 ""Scream"" [woof's Extra] (apaffy)",HR1,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,28805,Karen - Sudden Death R99 [Sudden Death] (v2b),HR2,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,732932,FELT - Story [Fizz's Insane] (Yohanes),DT1,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,1743595,S3RL - Candy (feat. Sara) [Hard] (Nuvolina),DT2,Dio's Bizarre Holiday Triples Div A Qualifiers,2500-20000
,,,,,
,2199786,UNDEAD CORPORATION - Xing Noises [Hyper Voice] (Niva),NM1,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,72469,Nico Nico Douga - Owens [Another] (AngelHoney),NM2,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,352863,Expander - Move That Body [EXTREME] (fanzhen0019),NM3,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,2105177,MAN WITH A MISSION - Raise Your Flag [A THOUSAND FLAGS] (Hantrik),NM4,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,655680,t+pazolite - Call me it. (500 Tortures) [Another] (Fort),NM5,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,171767,Traktion - Gid V [Insane] (galvenize),HD1,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,2154729,"Yorushika - Yuunagi, Bou, Hana Madoi [Insane] (Delis)",HD2,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,1853547,-45 - Shoujo-tachi no Majogari [Accusation] (Dada),HR1,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,105311,REDALiCE - Volar [Insane] (Loctav),HR2,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,323264,senya - Bondage Anemonation [Lunatic] (Satellite),DT1,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,106474,ALiCE'S EMOTiON - Ghostly Parapara Ship (Hardcore Edit) [gowww] (Thite),DT2,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,1649961,MOMOLAND - BBoom BBoom [Habi's INSANE!] (Lilyanna),DT3,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,167718,Hatsune Miku - Tenshinranman High Collar Hime [Rin] (NatsumeRin),FM1,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,67086,Baracuda - Where Is The Love (Nightcore Mix) [There is No Love] (adron zhero),FM2,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,166350,NegaRen - Stark Raving Mad [Raving Mad] (vipto),FM3,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,668662,Yooh - Ice Angel [Saint] (ktgster),TB,Dio's Bizarre Holiday Triples Division A Round of 32,2500-20000
,,,,,
,1518059,DragonForce - Ring of Fire [Extra] (MashaSG),NM1,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,789752,LeaF - Calamity Fortune [Cataclysm] (Frostings),NM2,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,673275,Function Phantom - Algebra [Incomputable] (Bonzi),NM3,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,2166564,HIbiki Sakura & Naruzo Machio - Onegai Muscle [Macho] (-Archetype-),NM4,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,2061428,The Flashbulb - DIDJ PVC [Polka's EX I] (Irreversible),NM5,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,1953873,Tezuka x Qayo - NINI [Hanafubuki] (Cherry Blossom),HD1,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,933615,Pierce The Veil - She Sings In The Morning [Expert] (pishifat),HD2,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,1669808,cYsmix - Eden [Garden of Eden] (Gero),HR1,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,2034979,ShinRa-Bansho - Dramatic Hizakurige [Lunatic] (Kirylln),HR2,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,268080,Kozato - Tsuki -Yue- [Another] (jonathanlfj),DT1,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,912123,toby fox - Hopes and Dreams [Insane] (pkk),DT2,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,2105630,Kendrick Lamar - King Kunta [The Yams] (Striderin),DT3,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,1505568,Camellia feat. Nanahira - Seashore on the moon [Moonlight] (Mir),FM1,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,137943,syatten remixed celas - Bird Sprite -Awakening of Light- [Another] (Reiji-RJ),FM2,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,1680504,Seeed - Ding [Insane] (IceKalt),FM3,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,1351114,KASAI HARCORES - Cycle Hit [Home Run] (Worminators),TB,Dio's Bizarre Holiday Triples Division A Round of 16,2500-20000
,,,,,
,835314,toby fox + RichaadEB - MEGALOVANIA ~Dual Mix~ [Extra] (The_CJ),NM1,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,822166,onoken - Viden [Extreme] (-kevincela-),NM2,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,803739,P*Light - YELLOW SPLASH!! [DSE Summertime 2016] (Chaoslitz),NM3,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,2133314,Rin - Kishinjou set 10 ~ Reverse Ideology [Extra Stage] (defiance),NM4,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,1493143,Chicala Lpis - Kaefig [kwk's Extra] (Saturnalize),NM5,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,257154,Rohi - Kanata ni Mau wa Sakura no Shirabe [Nouk's Insane] (NatsumeRin),HD1,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,1438557,YUC'e - Magical Mixer [Magic] (Anishina Kodoku),HD2,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,155438,Lon - Yuru Fuwa Jukai Girl [Mystica's Insane] (Garven),HD3,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,1498091,succducc - me & u [toynathan's extra] (Nathan),HR1,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,648443,DJ TOTTO VS TOTTO - vajra [Expert] (Kloyd),HR2,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,2089376,OISHII - ONIGIRI FREEWAY [ANOTHER] (Hazu-),HR3,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,124521,"sasakure.UK feat. Hatsune Miku - *Hello,Planet. [MULTIPLAYER] (Faust)",DT1,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,739826,FELT - a wonderful moon [TicCl!ck's Harder] (Naitoshi),DT2,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,846261,Shawn Wasabi - Marble Soda [Narcissu's Insane] (Len),DT3,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,106359,seiya-murai feat.ALT - Sumidagawa Karenka [ADVANCED] (m i z u k i),DT4,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,139446,"Fear, and Loathing in Las Vegas - Just Awake [Insane] (gowww)",FM1,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,1573659,yuikonnu - Ghost Rule [Sonnyc's Insane] (Len),FM2,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,855536,happy30 - As the wind blows [Storm] (happy30),FM3,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,1724396,Rigel Theatre - Rinn Ding Dong [moph's Big Dong Extra] (kwk),FM4,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,1722791,PSYQUI - Hysteric Night Girl (feat. Such) [STYLEY] (Nathan),TB,Dio's Bizarre Holiday Triples Division A Quarterfinals,2500-20000
,,,,,
,1073789,Hakuryu - Genesis At Oasis (MOONLiGHT Mix) [NiNo's Extra] (Krimek),NM1,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,793845,Mastermind(xi+nora2r) - Dreadnought [Final Destination] (Cherry Blossom),NM2,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,2153280,sakuraburst - dragonlands [Minoralao's Extra] (Minorsonek),NM3,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,922916,Wagakki Band - Senbonzakura [Death Blossom] (pkk),NM4,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,2109396,HyuN - Illusion of Inflict [N/A's Extra] (Icekalt),NM5,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,1514465,Shindig - Stutter [Go Home] (squirrelpascals),HD1,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,1950959,Halogen - U Got That (Camellia's Neurofunk Bootleg) [Real's Extra] (Sotarks),HD2,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,58978,Paper Tongues - Ride To California [Insane] (Rolled),HD3,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,1019007,cosMo@Bousou-P - Sadistic.Music Factory [Extra] (Chaoslitz),HR1,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,1641848,Doin - Further [Nasmoeb's Insane] (Down),HR2,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,931860,xi - Akasha [N/A's Another] (Atsuro),HR3,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,1188553,"senya - Shounen yo, Tokkou no Sakigake to Nare [Narcissu's Insane] (-Mo-)",DT1,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,165532,Ogura Yui - Tomodachi Pink [Insane] (cRyo[iceeicee]),DT2,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,2071687,BTS - Dionysus [Rengoku's Insane] (DeRandom Otaku),DT3,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,2193545,Michael Jackson - Thriller [Insane] (Myxo),DT4,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,821165,IOSYS - Tanoshii Yoru no Ochakai - Ringo's Tea Party [Extra] (Frey),FM1,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,24517,Rammstein - Du Hast [Du Hast Mich] (kingcobra52),FM2,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,1766008,Festa - Lemuria [Elcheer's Extra] (QuiescentRabbit),FM3,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,1985592,Hanatan - WAVE [Fantasy] (eiri-),FM4,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,737408,t+pazolite - Kick-ass Kung-fu Carnival [Xiao Mei 2015] (Fort),TB,Dio's Bizarre Holiday Triples Division A Semifinals,2500-20000
,,,,,
,765740,Glunwald - Bloody Scarlet Nightmare [Ultimate Nightmare] (RikiH_),NM1,Dio's Bizarre Holiday Triples Division A Finals,2500-20000
,2026835,Rche - Todestrieb [Impulse] (FrenZ396),NM2,Dio's Bizarre Holiday Triples Division A Finals,2500-20000
,2058636,PSYQUI - Still in my heart feat. Punipuni Denki [Heart] (Livia),NM3,Dio's Bizarre Holiday Triples Division A Finals,2500-20000
,1648505,Ni-Sokkususu - Shukusai no Elementalia [Laura's Extra] (SnowNiNo_),NM4,Dio's Bizarre Holiday Triples Division A Finals,2500-20000
,2096611,Carpool Tunnel - Afterlight [Expert] (_Epreus),NM5,Dio's Bizarre Holiday Triples Division A Finals,2500-20000
