,,,,,
,ID,Title,Mod,Tournament - Stage,Rank Range
,2054200,mafumafu feat. IA - Adagaeshi Syndrome [Extreme] (DJ Lucky),FM1,osu! Japan Tournament 2021  Finals,1-∞
,2868859,M2U & Nicode - Lune [ExtrA] (rollpan),FM2,osu! Japan Tournament 2021  Finals,1-∞
,2454944,Rohi - Slan Leat [Goodbye] (VINXIS),FM3,osu! Japan Tournament 2021  Finals,1-∞
,1432943,AAAA - Hoshi o Kakeru Adventure ~ we are forever friends! ~ [Long ver.] [Imagined Voyage] (Battle),TB,osu! Japan Tournament 2021  Finals,1-∞
,,,,,
,1727589,Renril - Rinne Tensei [Awakening] (Depths),NM1,osu! Japan Tournament 2021  GrandFinals,1-∞
,890329,LeaF - WoRLd Tempest [FOUR DIMENSIONS] (Kyshiro),NM2,osu! Japan Tournament 2021  GrandFinals,1-∞
,2636826,THE BINARY mido - Ego mo Id mo Tanjun ni [Expert] (kuyusu),NM3,osu! Japan Tournament 2021  GrandFinals,1-∞
,1469136,"Camellia vs Akira Complex - Railgun Roulette (VIP) [Neil x Sharu, Syzygy] (NeilPerry)",NM4,osu! Japan Tournament 2021  GrandFinals,1-∞
,2881155,"cosMo@bousouP feat. Hatsune Miku, GUMI - Monochrome Voice [Anti the ""OJT"" HOLIC] (rollpan)",NM5,osu! Japan Tournament 2021  GrandFinals,1-∞
,2463985,qfeileadh - breathe [Extreme] (ktgster),NM6,osu! Japan Tournament 2021  GrandFinals,1-∞
,2011539,Yorushika - Deep Indigo [You] (Nanashima Asami),HD1,osu! Japan Tournament 2021  GrandFinals,1-∞
,2714426,DA PUMP - if... [Platinum] (dectopia),HD2,osu! Japan Tournament 2021  GrandFinals,1-∞
,2583505,"storyteller(cosMo x GAiA) feat. IA, Kagamine Rin - Anti the EuphoriaHOLiC [SaltyNowa's Exhilaration] (SaltyLucario)",HD3,osu! Japan Tournament 2021  GrandFinals,1-∞
,1961029,Aice5 - Be with you [Leaf's Promiss] (Settia),HR1,osu! Japan Tournament 2021  GrandFinals,1-∞
,2320392,"ginkiha, TEA - Haruka (Short Ver.) [Expert] (Hinsvar)",HR2,osu! Japan Tournament 2021  GrandFinals,1-∞
,2486052,"Hoshimachi Suisei - Tenkyuu, Suisei wa Yoru o Mataide [Comet] (captin1)",HR3,osu! Japan Tournament 2021  GrandFinals,1-∞
,2881252,senya - Kowareta Unmei o Tsumuide [OJT MAPPER's Lunatic] (rollpan),DT1,osu! Japan Tournament 2021  GrandFinals,1-∞
,282166,LeaF - MEPHISTO [Another] (Alumetorz),DT2,osu! Japan Tournament 2021  GrandFinals,1-∞
,152463,bibuko - Crayon [Insane] (val0108),DT3,osu! Japan Tournament 2021  GrandFinals,1-∞
,2881144,Ushiro kara Haiyori Tai G - Koi ha Chaos no Shimobe nari [\(owo\)FINGER!(/owo)/TIME!] (rollpan),DT4,osu! Japan Tournament 2021  GrandFinals,1-∞
,2881158,Moon Symphony - Purgatorium [Grand Finale] (rollpan),FM1,osu! Japan Tournament 2021  GrandFinals,1-∞
,2775197,Project Grimoire - Caliburne ~Story of the Legendary sword~ [MASTER (AR 8)] (ktgster),FM2,osu! Japan Tournament 2021  GrandFinals,1-∞
,128775,t+pazolite - Magical Higan Tour 2009 [Collab] (DJNightmare),FM3,osu! Japan Tournament 2021  GrandFinals,1-∞
,2880885,Team Grimoire vs Laur - Grievous Lady -nothing is but what is not- [FUTURE COLLAB (Tournament Edit)] (Kurashina Asuka),TB,osu! Japan Tournament 2021  GrandFinals,1-∞
,,,,,
,1744644,Feryquitous feat. Aitsuki Nakuru - Kairikou [Another] (cococolaco),NM1,osu! India Winter Tournament 2021 Qualifiers,1-∞
,1232039,DJ TOTTO feat. *spiLa* - illumina [expert*] (Toyosaki Aki),NM2,osu! India Winter Tournament 2021 Qualifiers,1-∞
,842512,Nizikawa - F.K.S. [EXHAUST] (Pho),NM3,osu! India Winter Tournament 2021 Qualifiers,1-∞
,2592747,YOASOBI - Yoru ni Kakeru [2lewd's Insane] (9ami),NM4,osu! India Winter Tournament 2021 Qualifiers,1-∞
,2534206,Harumaki Gohan feat. Hatsune Miku - Suisei ni Nareta nara [Kuse's Comet] (Remapper),HD1,osu! India Winter Tournament 2021 Qualifiers,1-∞
,1429975,Rin - Mythic set ~ Heart-Stirring Urban Legends [Another] (yaspo),HD2,osu! India Winter Tournament 2021 Qualifiers,1-∞
,1132779,sana - Miraizu [Insane.] (Lasse),HR1,osu! India Winter Tournament 2021 Qualifiers,1-∞
,1000168,"Cocoa, Chino, Rize, Chiya, Syaro, Maya, Megu - Honjitsu wa Makoto ni Rarirurein [Insane] (MrSergio)",HR2,osu! India Winter Tournament 2021 Qualifiers,1-∞
,996113,Suzuki Konomi - This game [Curi's Insane] (Kalibe),DT1,osu! India Winter Tournament 2021 Qualifiers,1-∞
,703173,GARNiDELiA - ambiguous [Luxo's Hard] (captin1),DT2,osu! India Winter Tournament 2021 Qualifiers,1-∞
,,,,,
,840538,Ito Kanako - Amadeus [Insane] (FrostxE),NM1,osu! India Winter Tournament 2021 Group Stage,1-∞
,813331,Mastermind(xi+nora2r) - Dreadnought [Another] (Cherry Blossom),NM2,osu! India Winter Tournament 2021 Group Stage,1-∞
,1660763,cYsmix - Babaroque (Short Ver.) [Extravagant] (Mao),NM3,osu! India Winter Tournament 2021 Group Stage,1-∞
,971086,Function Phantom - Euclid [toybot's Insane] (byfar),NM4,osu! India Winter Tournament 2021 Group Stage,1-∞
,2033671,Tokyo Jihen - Sounan [AIR's Insane] (Uberzolik),NM5,osu! India Winter Tournament 2021 Group Stage,1-∞
,1863414,HyuN feat. Yu-A - My life is for you [Mirash's Insane] (NeilPerry),HD1,osu! India Winter Tournament 2021 Group Stage,1-∞
,2168156,04 Limited Sazabys - Squall [tomatsu's Insane] (Gillstar),HD2,osu! India Winter Tournament 2021 Group Stage,1-∞
,1649183,S3RL - I'll See You Again (feat. Chi Chi) [Gerodrea's Eternity Love] (Gero),HR1,osu! India Winter Tournament 2021 Group Stage,1-∞
,561116,Rise Against - Injection [Yauxo's Insane] (pishifat),HR2,osu! India Winter Tournament 2021 Group Stage,1-∞
,898514,Eri Sasaki - Ring of Fortune [Kin's Hard] (Cherry Blossom),DT1,osu! India Winter Tournament 2021 Group Stage,1-∞
,2468002,Powerless feat. Sennzai - Lost Desire [Sakuya's Hard] (meiikyuu),DT2,osu! India Winter Tournament 2021 Group Stage,1-∞
,290580,Toyosaki Aki - Diamond [Hard] (Fycho),DT3,osu! India Winter Tournament 2021 Group Stage,1-∞
,1952135,"Kanzaki Ranko (CV: Uchida Maaya) - Tsubomi Yume Miru Rhapsodia ~Alma no Michibiki~ [Bow before me, worms!] (Irresistible)",TB,osu! India Winter Tournament 2021 Group Stage,1-∞
,,,,,
,661243,supercell - Hoshi ga Matataku Konna Yoru ni [Starlight] ([Teichan]),NM1,osu! India Winter Tournament 2021 Round of 16,1-∞
,2771080,HyuN & Ritoru - Apocalypse in Love [Ex] (Kowari),NM2,osu! India Winter Tournament 2021 Round of 16,1-∞
,2154177,Feryquitous - Ordirehv [Asami's Another] (JeZag),NM3,osu! India Winter Tournament 2021 Round of 16,1-∞
,2666376,nonoc - Memento [Re:Start] (619),NM4,osu! India Winter Tournament 2021 Round of 16,1-∞
,2349996,YURRY CANON - Suicide Parade [Insane] (Starfy),NM5,osu! India Winter Tournament 2021 Round of 16,1-∞
,2273314,Yorushika - Hole in the Heart [Collab Insane] (newton-),HD1,osu! India Winter Tournament 2021 Round of 16,1-∞
,208935,rerulili - Noushou Sakuretsu Girl [dksslqj Style] (NatsumeRin),HD2,osu! India Winter Tournament 2021 Round of 16,1-∞
,2604513,AliA - impulse [-Brethia's Insane] (SkyFlame),HR1,osu! India Winter Tournament 2021 Round of 16,1-∞
,1804768,ESTi - HELIX (Edit ver.) [Mathew's Insane] (Catzzye),HR2,osu! India Winter Tournament 2021 Round of 16,1-∞
,248461,senya - Higanbana [Satellite] (Satellite),DT1,osu! India Winter Tournament 2021 Round of 16,1-∞
,2699267,Mizuki Nana - PHANTOM MINDS [Hard] (Lasse),DT2,osu! India Winter Tournament 2021 Round of 16,1-∞
,1098912,Kano - Kimiiro Hanabi -album version- [Mochi's Hard] (Fycho),DT3,osu! India Winter Tournament 2021 Round of 16,1-∞
,908800,AAAA - Bokutachi no Tabi to Epilogue.[Long ver.] [Conclusion] (Battle),TB,osu! India Winter Tournament 2021 Round of 16,1-∞
,,,,,
,1055818,Ayane - FaV -F*** and Vanguard- [Expert] (Corinn),NM1,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,2276016,Loki - With Fire and Sword (2013) [Extra] (TheShadowOfDark),NM2,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,2006080,Thaehan - Sunrise [Azzeddine Zidane's Extra] (Realazy),NM3,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,1414767,fhana - Hello!My World!! [toyruto's Insane] (Sotarks),NM4,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,2089376,OISHII - ONIGIRI FREEWAY [ANOTHER] (Hazu-),NM5,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,1730526,Nanawo Akari - One Room Sugar Life [Gust's Insane] (Fushimi Rio),NM6,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,2006725,Shikata Akiko - TETHE'ALLA ~Tai no Kodomotachi~ [Impure's Expert] (ScubDomino),HD1,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,1814018,DJKurara - Goodbye [semaphore's Insane] (EijiKuinbii),HD2,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,88239,Hien Ryuubu - Kung-fu Empire [Another] (Muya),HD3,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,430192,LhoU - Highlander [Sylith's Another] (Cherry Blossom),HR1,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,1863226,HyuN feat. LyuU - Cross Over [pishi's Insane] (Realazy),HR2,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,785162,Helblinde - Above the Clouds [Timeless] ([ Rizen ]),HR3,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,2709933,Maeda Jun x yanaginagi - Before I Rise [Insane] (Gaia),DT1,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,1035068,Hana - Gekka Jasmine (2014ver.) [Gyro's Light Insane] (PinkHeart),DT2,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,1655991,Dreamcatcher - YOU AND I [Hard] (ailv),DT3,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,2018062,Fujimiya Kaori (CV: Amamiya Sora) - Kanade [Goodbye] (domSaur),DT4,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,1459108,Denkishiki Karen Ongaku Shuudan - Natsu no Owari (Soleily Remix) [Eschaton] (- AzRaeL -),TB,osu! India Winter Tournament 2021 Quarterfinals,1-∞
,,,,,
,1046444,TrySail - High Free Spirits [Tt's Extra] (Vert),NM1,osu! India Winter Tournament 2021 Semifinals,1-∞
,2123588,Seiryu - AO-Infinity [Extra] (AMX),NM2,osu! India Winter Tournament 2021 Semifinals,1-∞
,1754511,C-Show feat. Aitsuki Nakuru - Almee [New World] (N1czt3r),NM3,osu! India Winter Tournament 2021 Semifinals,1-∞
,1440743,Street - Maritime Police [Marigold] (Mir),NM4,osu! India Winter Tournament 2021 Semifinals,1-∞
,2626469,Yousei Teikoku - Kuusou Mesorogiwi [Shidoni's Extra] (IsomirDiAngelo),NM5,osu! India Winter Tournament 2021 Semifinals,1-∞
,1924965,Hardgore Alice (CV: Hidaka Rina) - Forget me Not... [Insane] (Mordred),NM6,osu! India Winter Tournament 2021 Semifinals,1-∞
,2147636,Survive Said The Prophet - MUKANJYO [INSENSIBLE] (Hantrik),HD1,osu! India Winter Tournament 2021 Semifinals,1-∞
,1009021,SHK - Death Moon II [Insane] (ktgster),HD2,osu! India Winter Tournament 2021 Semifinals,1-∞
,2708965,Camellia - #1f1e33 [IOException's Insane] (Realazy),HD3,osu! India Winter Tournament 2021 Semifinals,1-∞
,2601642,TUYU - Doro no Bunzai de Watashi dake no Taisetsu o Ubaouda nante [Asa's Another] (Keqing),HR1,osu! India Winter Tournament 2021 Semifinals,1-∞
,1522330,nowisee - confusion [Mir's Insane] (hot anime girl),HR2,osu! India Winter Tournament 2021 Semifinals,1-∞
,1494458,AAAA Chazuke - Fatality Saga [VINXIS' Insane] (Battle),HR3,osu! India Winter Tournament 2021 Semifinals,1-∞
,1939016,Perfume - Tenku [Purity] (eiri-),DT1,osu! India Winter Tournament 2021 Semifinals,1-∞
,375036,Autobahn - Aki no Kaze [Lunatic] (Leorda),DT2,osu! India Winter Tournament 2021 Semifinals,1-∞
,2391392,YOASOBI - Ano Yume o Nazotte [Hard] (eiri-),DT3,osu! India Winter Tournament 2021 Semifinals,1-∞
,2519731,Inui Toko - Kimagure Romantic [Light Insane] (newton-),DT4,osu! India Winter Tournament 2021 Semifinals,1-∞
,996349,nomico - Lost Emotion (Amane UK Hardcore Remix) [Fluctuate] (Rizia),TB,osu! India Winter Tournament 2021 Semifinals,1-∞
,,,,,
,799166,Eiko Shimamiya - Higurashi no Naku Koro ni [Elvis' Extra] (Okorin),NM1,osu! India Winter Tournament 2021 Finals,1-∞
,1857527,xi - Bad Elixir [Another] (Cherry Blossom),NM2,osu! India Winter Tournament 2021 Finals,1-∞
,1392667,ak+q - Vexaria [Sharu's Expert] (Pentori),NM3,osu! India Winter Tournament 2021 Finals,1-∞
,2680834,FROZEN QUALIA - Aisubeki Hibi e [No more regrets] (Beomsan),NM4,osu! India Winter Tournament 2021 Finals,1-∞
,1944228,Camellia - Diastrophism [captin's Extra] (Regou),NM5,osu! India Winter Tournament 2021 Finals,1-∞
,2694598,Sound Souler - Eternalism 2 [End] (fieryrage),NM6,osu! India Winter Tournament 2021 Finals,1-∞
,2235779,Ceui - Haruoto*Veil [Koe] (GodKei),HD1,osu! India Winter Tournament 2021 Finals,1-∞
,2301694,onoken - Amnolys [Koiyuki's Schwarzes Extrem] (DreaM117er),HD2,osu! India Winter Tournament 2021 Finals,1-∞
,2468315,x0o0x_ - Big Brother [DADA'S INSANE Mix] (Luscent),HD3,osu! India Winter Tournament 2021 Finals,1-∞
,124264,L.E.D. - THE LAST STRIKER [Another] (Nakagawa-Kanon),HR1,osu! India Winter Tournament 2021 Finals,1-∞
,2400815,Kawada Mami - Wings of Courage -Sora o Koete- (K@keru Dnb Remix) [Expert] (Akitoshi),HR2,osu! India Winter Tournament 2021 Finals,1-∞
,2729826,The Winking Owl - Let Go [Insane] (HowRengar),HR3,osu! India Winter Tournament 2021 Finals,1-∞
,1761649,Chata - Present [Insane] (Lasse),DT1,osu! India Winter Tournament 2021 Finals,1-∞
,1568884,Endorfin. - Luminous Rage -Feryquitous OrderBless Remix- [Hard] (Nokris),DT2,osu! India Winter Tournament 2021 Finals,1-∞
,1618998,dark cat - BUBBLE TEA (feat. juu & cinders) [Collab Light Insane] (Hobbes2),DT3,osu! India Winter Tournament 2021 Finals,1-∞
,172161,07th Expansion - worldenddominator [Hard] (Natteke),DT4,osu! India Winter Tournament 2021 Finals,1-∞
