ID,Mod
1981240,NM1
2042325,NM3
2287350,NM4
2055575,NM3
2478414,NM4
938613,NM2
2016040,NM2
2444668,NM1
2362339,NM2
1842847,NM1
243656,NM2
444565,NM3
1725369,NM4
2461785,NM1
2355252,NM3
1185926,NM1
410858,NM4
2011390,NM3
2483983,NM4
1262025,NM1
2471716,NM3
1612281,NM4
1683581,NM1
344709,NM2
1373874,NM3
2123415,NM4
2479386,NM1
1865787,NM2
1907437,NM3
1389757,NM3
778603,NM3
1858228,NM3
1567435,NM4
1476592,NM1
674932,NM4
1466000,NM1
2283680,NM3
1770368,NM1
2150449,NM1
1509637,NM3
2605902,NM4
1115737,NM1
2610052,NM2
1544643,NM1
880761,NM3
2594030,NM2
1208032,NM3
2593243,NM4
2603951,NM1
2603758,NM2
2603702,NM3
2603689,NM4
2613045,NM1
2613136,NM2
2613140,NM3
2613078,NM4
2623951,NM1
2623954,NM2
2623950,NM3
2624042,NM4
2633788,NM1
2633688,NM2
2633668,NM3
2633685,NM4
2643380,NM1
2643096,NM2
2643106,NM3
2643101,NM4
2651915,NM1
2651771,NM2
2651798,NM3
2651784,NM4
1318360,NM3
1184609,NM3
2561517,NM2
733432,NM3
1042458,NM4
2052447,NM1
1802225,NM3
649034,NM4
2478570,NM3
2560844,NM3
2538865,NM4
1222034,NM3
1949860,NM4
1786106,NM1
832750,NM3
2154178,NM4
1457104,NM3
1726857,NM4
1644648,NM2
2460411,NM3
1921069,NM4
2196538,NM1
1951034,NM2
2446824,NM3
2344868,NM4
2308964,NM1
1983303,NM2
1883952,NM3
2054204,NM4
2301485,NM1
1475722,NM3
1368564,NM4
41857,NM1
50892,NM2
44782,NM3
35642,NM4
79862,NM1
129847,NM2
100237,NM3
118687,NM4
