65357,-111.111111111111,4,2,0,70,0,0
65930,-55.5555555555556,4,2,0,70,0,0
66885,-111.111111111111,4,2,0,70,0,0
67459,-55.5555555555555,4,2,0,70,0,0
68987,-66.6666666666667,4,2,0,70,0,0
93446,-55.5555555555556,4,2,0,70,0,0
93589,-55.5555555555556,4,2,0,5,0,0
93637,-55.5555555555556,4,2,0,70,0,0
93780,-55.5555555555556,4,2,0,5,0,0
93828,-55.5555555555556,4,2,0,70,0,0
94162,-55.5555555555556,4,2,0,5,0,0
94210,-55.5555555555556,4,2,0,70,0,0
94927,-55.5555555555556,4,2,0,5,0,0
94975,-55.5555555555556,4,2,0,70,0,0
95118,-55.5555555555556,4,2,0,5,0,0
95166,-55.5555555555556,4,2,0,70,0,0
95500,-55.5555555555556,4,2,0,5,0,0
95548,-55.5555555555556,4,2,0,70,0,0
96264,-55.5555555555556,4,2,0,5,0,0
96312,-55.5555555555556,4,2,0,70,0,0
96647,-55.5555555555556,4,2,0,5,0,0
96694,-55.5555555555556,4,2,0,70,0,0
97029,-55.5555555555556,4,2,0,5,0,0
97076,-55.5555555555556,4,2,0,70,0,0
97411,-55.5555555555556,4,2,0,5,0,0
97459,-55.5555555555556,4,2,0,70,0,0
98175,-55.5555555555556,4,2,0,5,0,0
98223,-55.5555555555556,4,2,0,70,0,0
99704,-55.5555555555556,4,2,0,5,0,0
99752,-55.5555555555556,4,2,0,70,0,0
100277,-55.5555555555556,4,2,0,5,0,0
100325,-55.5555555555556,4,2,0,70,0,0
101233,-55.5555555555556,4,2,0,5,0,0
101280,-55.5555555555556,4,2,0,70,0,0
101615,-55.5555555555556,4,2,0,5,0,0
101662,-55.5555555555556,4,2,0,70,0,0
102761,-55.5555555555556,4,2,0,5,0,0
102809,-55.5555555555556,4,2,0,70,0,0
106822,-133.333333333333,4,2,0,70,0,0
107204,-55.5555555555556,4,2,0,70,0,0
119433,-66.6666666666667,4,2,0,70,0,0
125357,-133.333333333333,4,2,0,70,0,0
125548,-66.6666666666667,4,2,0,70,0,0
131662,-55.5555555555556,4,2,0,70,0,0
132618,-111.111111111111,4,2,0,70,0,0
133191,-55.5555555555556,4,2,0,70,0,0
134147,-111.111111111111,4,2,0,70,0,0
134720,-55.5555555555556,4,2,0,70,0,0
135675,-111.111111111111,4,2,0,70,0,0
136248,-222.222222222221,4,2,0,70,0,0
137395,-83.3333333333333,4,2,0,70,0,0
137777,-83.3333333333333,4,2,0,85,0,0
138971,-83.3333333333333,4,2,0,5,0,0
139019,-83.3333333333333,4,2,0,85,0,0
139067,-83.3333333333333,4,2,0,5,0,0
139115,-83.3333333333333,4,2,0,85,0,0
139162,-83.3333333333333,4,2,0,5,0,0
139210,-83.3333333333333,4,2,0,85,0,0
139258,-83.3333333333333,4,2,0,5,0,0
139306,-83.3333333333333,4,2,0,85,0,0
140500,-83.3333333333333,4,2,0,5,0,0
140548,-83.3333333333333,4,2,0,85,0,0
140596,-83.3333333333333,4,2,0,5,0,0
140643,-83.3333333333333,4,2,0,85,0,0
140691,-83.3333333333333,4,2,0,5,0,0
140739,-83.3333333333333,4,2,0,85,0,0
140787,-83.3333333333333,4,2,0,5,0,0
140834,-83.3333333333333,4,2,0,85,0,0
141838,-83.3333333333333,4,2,0,5,0,0
141885,-83.3333333333333,4,2,0,85,0,0
141933,-83.3333333333333,4,2,0,5,0,0
141981,-83.3333333333333,4,2,0,85,0,0
142029,-83.3333333333333,4,2,0,5,0,0
142076,-83.3333333333333,4,2,0,85,0,0
142124,-83.3333333333333,4,2,0,5,0,0
142172,-83.3333333333333,4,2,0,85,0,0
142220,-83.3333333333333,4,2,0,5,0,0
142268,-83.3333333333333,4,2,0,85,0,0
142315,-83.3333333333333,4,2,0,5,0,0
142363,-83.3333333333333,4,2,0,85,0,0
142793,-83.3333333333333,4,2,0,5,0,0
142841,-83.3333333333333,4,2,0,85,0,0
142889,-83.3333333333333,4,2,0,5,0,0
142936,-83.3333333333333,4,2,0,85,0,0
142984,-83.3333333333333,4,2,0,5,0,0
143032,-83.3333333333333,4,2,0,85,0,0
143080,-83.3333333333333,4,2,0,5,0,0
143127,-83.3333333333333,4,2,0,85,0,0
143557,-83.3333333333333,4,2,0,5,0,0
143605,-83.3333333333333,4,2,0,85,0,0
143653,-83.3333333333333,4,2,0,5,0,0
143701,-83.3333333333333,4,2,0,85,0,0
143748,-83.3333333333333,4,2,0,5,0,0
143796,-83.3333333333333,4,2,0,85,0,0
143844,-83.3333333333333,4,2,0,5,0,0
143892,-83.3333333333333,4,2,0,85,0,0
145086,-83.3333333333333,4,2,0,5,0,0
145134,-83.3333333333333,4,2,0,85,0,0
145182,-83.3333333333333,4,2,0,5,0,0
145229,-83.3333333333333,4,2,0,85,0,0
145277,-83.3333333333333,4,2,0,5,0,0
145325,-83.3333333333333,4,2,0,85,0,0
145373,-83.3333333333333,4,2,0,5,0,0
145420,-83.3333333333333,4,2,0,85,0,0
146615,-83.3333333333333,4,2,0,5,0,0
146662,-83.3333333333333,4,2,0,85,0,0
146710,-83.3333333333333,4,2,0,5,0,0
146758,-83.3333333333333,4,2,0,85,0,0
146806,-83.3333333333333,4,2,0,5,0,0
146854,-83.3333333333333,4,2,0,85,0,0
146901,-83.3333333333333,4,2,0,5,0,0
146949,-83.3333333333333,4,2,0,85,0,0
147952,-83.3333333333333,4,2,0,5,0,0
148000,-83.3333333333333,4,2,0,85,0,0
148048,-83.3333333333333,4,2,0,5,0,0
148096,-83.3333333333333,4,2,0,85,0,0
148143,-83.3333333333333,4,2,0,5,0,0
148191,-83.3333333333333,4,2,0,85,0,0
148239,-83.3333333333333,4,2,0,5,0,0
148287,-83.3333333333333,4,2,0,85,0,0
148334,-83.3333333333333,4,2,0,5,0,0
148382,-83.3333333333333,4,2,0,85,0,0
148430,-83.3333333333333,4,2,0,5,0,0
148478,-83.3333333333333,4,2,0,85,0,0
151200,-83.3333333333333,4,2,0,5,0,0
151248,-83.3333333333333,4,2,0,85,0,0
151296,-83.3333333333333,4,2,0,5,0,0
151344,-83.3333333333333,4,2,0,85,0,0
151391,-83.3333333333333,4,2,0,5,0,0
151439,-83.3333333333333,4,2,0,85,0,0
151487,-83.3333333333333,4,2,0,5,0,0
151535,-83.3333333333333,4,2,0,85,0,0
152729,-83.3333333333333,4,2,0,5,0,0
152777,-83.3333333333333,4,2,0,85,0,0
152825,-83.3333333333333,4,2,0,5,0,0
152873,-83.3333333333333,4,2,0,85,0,0
152920,-83.3333333333333,4,2,0,5,0,0
152968,-83.3333333333333,4,2,0,85,0,0
153016,-83.3333333333333,4,2,0,5,0,0
153064,-83.3333333333333,4,2,0,85,0,0
154066,-83.3333333333333,4,2,0,5,0,0
154114,-83.3333333333333,4,2,0,85,0,0
154162,-83.3333333333333,4,2,0,5,0,0
154210,-83.3333333333333,4,2,0,85,0,0
154257,-83.3333333333333,4,2,0,5,0,0
154305,-83.3333333333333,4,2,0,85,0,0
154353,-83.3333333333333,4,2,0,5,0,0
154401,-83.3333333333333,4,2,0,85,0,0
154449,-83.3333333333333,4,2,0,5,0,0
154497,-83.3333333333333,4,2,0,85,0,0
154545,-83.3333333333333,4,2,0,5,0,0
154592,-83.3333333333333,4,2,0,85,0,0
155023,-83.3333333333333,4,2,0,5,0,0
155070,-83.3333333333333,4,2,0,85,0,0
155118,-83.3333333333333,4,2,0,5,0,0
155166,-83.3333333333333,4,2,0,85,0,0
155214,-83.3333333333333,4,2,0,5,0,0
155261,-83.3333333333333,4,2,0,85,0,0
155309,-83.3333333333333,4,2,0,5,0,0
155357,-83.3333333333333,4,2,0,85,0,0
155787,-83.3333333333333,4,2,0,5,0,0
155834,-83.3333333333333,4,2,0,85,0,0
155882,-83.3333333333333,4,2,0,5,0,0
155930,-83.3333333333333,4,2,0,85,0,0
155978,-83.3333333333333,4,2,0,5,0,0
156026,-83.3333333333333,4,2,0,85,0,0
156074,-83.3333333333333,4,2,0,5,0,0
156121,-83.3333333333333,4,2,0,85,0,0
157316,-83.3333333333333,4,2,0,5,0,0
157363,-83.3333333333333,4,2,0,85,0,0
157411,-83.3333333333333,4,2,0,5,0,0
157459,-83.3333333333333,4,2,0,85,0,0
157507,-83.3333333333333,4,2,0,5,0,0
157554,-83.3333333333333,4,2,0,85,0,0
157602,-83.3333333333333,4,2,0,5,0,0
157650,-83.3333333333333,4,2,0,85,0,0
158844,-83.3333333333333,4,2,0,5,0,0
158892,-83.3333333333333,4,2,0,85,0,0
158940,-83.3333333333333,4,2,0,5,0,0
158987,-83.3333333333333,4,2,0,85,0,0
159035,-83.3333333333333,4,2,0,5,0,0
159083,-83.3333333333333,4,2,0,85,0,0
159131,-83.3333333333333,4,2,0,5,0,0
159178,-83.3333333333333,4,2,0,85,0,0
160182,-83.3333333333333,4,2,0,5,0,0
160229,-83.3333333333333,4,2,0,85,0,0
160277,-83.3333333333333,4,2,0,5,0,0
160325,-83.3333333333333,4,2,0,85,0,0
160373,-83.3333333333333,4,2,0,5,0,0
160420,-83.3333333333333,4,2,0,85,0,0
160468,-83.3333333333333,4,2,0,5,0,0
160516,-83.3333333333333,4,2,0,85,0,0
160564,-83.3333333333333,4,2,0,5,0,0
160612,-83.3333333333333,4,2,0,85,0,0
160660,-83.3333333333333,4,2,0,5,0,0
160707,-83.3333333333333,4,2,0,70,0,0
161854,-83.3333333333333,4,2,0,60,0,0
162236,-83.3333333333333,4,2,0,70,0,0
163764,-55.5555555555556,4,2,0,80,0,0
164147,-55.5555555555556,4,2,0,70,0,0
164529,-55.5555555555556,4,2,0,80,0,0
165293,-55.5555555555556,4,2,0,70,0,0
166822,-55.5555555555556,4,2,0,80,0,0
167204,-55.5555555555556,4,2,0,70,0,0
167586,-55.5555555555556,4,2,0,65,0,0
167968,-55.5555555555556,4,2,0,60,0,0
168350,-55.5555555555556,4,2,0,70,0,0
169879,-55.5555555555556,4,2,0,80,0,0
170261,-55.5555555555556,4,2,0,70,0,0
170643,-55.5555555555556,4,2,0,80,0,0
171408,-55.5555555555556,4,2,0,70,0,0
172554,-55.5555555555556,4,2,0,85,0,0
172936,-83.3333333333333,4,2,0,85,0,0
174465,-55.5555555555556,4,2,0,70,0,0
174608,-55.5555555555556,4,2,0,5,0,0
174656,-55.5555555555556,4,2,0,70,0,0
174990,-55.5555555555556,4,2,0,5,0,0
175038,-55.5555555555556,4,2,0,70,0,0
175182,-55.5555555555556,4,2,0,5,0,0
175229,-55.5555555555556,4,2,0,70,0,0
175946,-55.5555555555556,4,2,0,5,0,0
175994,-55.5555555555556,4,2,0,70,0,0
176137,-55.5555555555556,4,2,0,5,0,0
176185,-55.5555555555556,4,2,0,70,0,0
176519,-55.5555555555556,4,2,0,5,0,0
176567,-55.5555555555556,4,2,0,70,0,0
176901,-55.5555555555556,4,2,0,5,0,0
176949,-55.5555555555556,4,2,0,70,0,0
177666,-55.5555555555556,4,2,0,5,0,0
177713,-55.5555555555556,4,2,0,70,0,0
178048,-55.5555555555556,4,2,0,5,0,0
178096,-55.5555555555556,4,2,0,70,0,0
179194,-55.5555555555556,4,2,0,5,0,0
179242,-55.5555555555556,4,2,0,70,0,0
179576,-55.5555555555556,4,2,0,5,0,0
179624,-55.5555555555556,4,2,0,70,0,0
180723,-55.5555555555556,4,2,0,5,0,0
180771,-55.5555555555556,4,2,0,70,0,0
181487,-55.5555555555556,4,2,0,5,0,0
181535,-55.5555555555556,4,2,0,70,0,0
182061,-55.5555555555556,4,2,0,5,0,0
182108,-55.5555555555556,4,2,0,70,0,0
182252,-55.5555555555556,4,2,0,5,0,0
182299,-55.5555555555556,4,2,0,70,0,0
182634,-55.5555555555556,4,2,0,5,0,0
182682,-55.5555555555556,4,2,0,70,0,0
183016,-55.5555555555556,4,2,0,5,0,0
183064,-55.5555555555556,4,2,0,70,0,0
183398,-55.5555555555556,4,2,0,5,0,0
183446,-55.5555555555556,4,2,0,70,0,0
183780,-55.5555555555556,4,2,0,5,0,0
183828,-55.5555555555556,4,2,0,70,0,0
186312,-55.5555555555556,4,2,0,5,0,0
186503,-55.5555555555556,4,2,0,70,0,0
186599,-55.5555555555556,4,2,0,5,0,0
186694,-55.5555555555556,4,2,0,70,0,0
187459,-55.5555555555556,4,2,0,5,0,0
